"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOG00000058470",1277.9333274351,2.62214748580549,0.251471355670076,10.4272213382652,1.86255433481949e-25,1.80239382980482e-21
"ENSRNOG00000002548",533.268509449927,3.32837615008649,0.334566060181372,9.94833770132614,2.5643063855754e-23,1.24073964466066e-19
"ENSRNOG00000023148",507.31518031341,2.34502539496494,0.27822879685062,8.42840648239577,3.50404037208082e-17,1.13028662268754e-13
"ENSRNOG00000012442",359.26554141336,1.62159394483069,0.228037363543521,7.11108881295762,1.15131018848258e-12,2.78530717348649e-09
"ENSRNOG00000014426",1389.76641336431,1.22953843157246,0.177374847151112,6.93186464327139,4.15329269167203e-12,8.03828267546205e-09
"ENSRNOG00000003897",59522.3114156112,1.5893604298467,0.234147185659315,6.78786902935159,1.13801885943568e-11,1.63406758888476e-08
"ENSRNOG00000049070",93.2065658378252,8.21696596049337,1.2115145566009,6.7823914419546,1.18202677712032e-11,1.63406758888476e-08
"ENSRNOG00000006604",842.582326930224,1.6439268358375,0.245578937099187,6.69408726683078,2.17021885514412e-11,2.6251509826537e-08
"ENSRNOG00000030210",2735.88026768195,1.03724146013538,0.15691251781743,6.6103168476477,3.83498317237545e-11,3.71111321590772e-08
"ENSRNOG00000004578",1162.37310562145,1.23057332837874,0.198285982796937,6.2060530503508,5.43318441542933e-10,4.77972050800997e-07
"ENSRNOG00000007907",112.542037929273,1.64823541256593,0.267686778434987,6.15732843512941,7.39823194149188e-10,5.96605754148474e-07
"ENSRNOG00000009465",1627.06987713334,1.2478161217191,0.206087206098498,6.05479663362857,1.40595170123543e-09,9.07026307523685e-07
"ENSRNOG00000008697",1428.03606041531,1.446056181043,0.238082565470172,6.07375923636946,1.24950024942526e-09,9.07026307523685e-07
"ENSRNOG00000014288",12693.8378056116,1.38036440098799,0.22866434692978,6.03664025250022,1.57355989376911e-09,9.5170869325023e-07
"ENSRNOG00000008947",374.700492473907,1.40086259699202,0.236932410728131,5.91249881215888,3.36956277477444e-09,1.91807405714661e-06
"ENSRNOG00000014610",955.61467148621,1.44215857392702,0.248040303625538,5.81421064579983,6.09206624629326e-09,2.947646253269e-06
"ENSRNOG00000017118",130.595679222159,1.80457141979832,0.309688826644341,5.8270472310929,5.6416649672984e-09,2.947646253269e-06
"ENSRNOG00000025184",173.169720927849,1.4909055316303,0.256237339736945,5.81845539436553,5.93939043117754e-09,2.947646253269e-06
"ENSRNOG00000017676",416.832510525656,1.5683513804294,0.271654032735504,5.77334105677138,7.77149135679261e-09,3.58117723141343e-06
"ENSRNOG00000037853",501.06070930333,1.48108563234533,0.259162342465243,5.71489522072044,1.0977164042459e-08,4.82845529267618e-06
"ENSRNOG00000000563",145.522440814871,1.47302309785453,0.264868744148301,5.56133228400019,2.67722891657374e-08,1.0794810094035e-05
"ENSRNOG00000007377",506.45099519046,1.08599953225736,0.197865073082996,5.48858631458335,4.05163274146468e-08,1.56830600156615e-05
"ENSRNOG00000013791",572.208034146201,1.24385113518683,0.229889075939513,5.41065785794058,6.27936424129933e-08,2.25057065789087e-05
"ENSRNOG00000011946",1522.46046643234,1.3575836207897,0.251659022045894,5.39453586743304,6.8700903206768e-08,2.37109667065534e-05
"ENSRNOG00000006723",143.176409615033,1.67470232849151,0.312209412610241,5.3640353584797,8.13829621372372e-08,2.62514308200681e-05
"ENSRNOG00000001414",1342.49875489924,1.22592212733277,0.229156666010582,5.34971183110229,8.8094392198808e-08,2.74996591389634e-05
"ENSRNOG00000011292",118.159534891309,1.34039843905675,0.252972781629261,5.29858758094041,1.16701896802411e-07,3.52913829799041e-05
"ENSRNOG00000031475",1199.92301048192,1.19016868764102,0.227067197141085,5.24148226879961,1.59291786139842e-07,4.53372533669192e-05
"ENSRNOG00000005700",59.0688102171014,2.03430400723614,0.390878503955233,5.20444073197007,1.94581711268732e-07,5.3799063427072e-05
"ENSRNOG00000006735",71.2308838213295,2.14426991606793,0.41352614101208,5.1853309946016,2.15631552740571e-07,5.79629593297362e-05
"ENSRNOG00000010076",52.7454523895409,2.06840101701783,0.405215861611034,5.10444237990683,3.31771340950496e-07,8.27062346382528e-05
"ENSRNOG00000016257",1058.72230723173,1.10745946948138,0.224783064707627,4.92679228714065,8.35905327671926e-07,0.000202226396397031
"ENSRNOG00000021412",433.055343852395,1.20920552478093,0.245884530751539,4.91777795490034,8.75321185831569e-07,0.000206597149153466
"ENSRNOG00000001469",11836.5474816494,1.13657839914393,0.233535929290563,4.86682457211888,1.13405608151278e-06,0.000261291921447598
"ENSRNOG00000039976",207.681426511092,1.0193433506752,0.214421538958393,4.75392237005162,1.99507668512245e-06,0.000419703414824564
"ENSRNOG00000024243",68.0253228868241,2.48311066278592,0.525081185458235,4.72900330759124,2.25624708518883e-06,0.000456679169317684
"ENSRNOG00000015514",614.865725992762,1.11711126530099,0.236265818901112,4.72819670021145,2.26522683964543e-06,0.000456679169317684
"ENSRNOG00000010635",2543.95183135683,1.0443619918834,0.223391649768715,4.67502698943608,2.93914963448979e-06,0.000553380990815584
"ENSRNOG00000059947",321.94032102375,1.34012769051002,0.287673021017997,4.65851015770501,3.18506093083536e-06,0.000581544049579128
"ENSRNOG00000020843",2517.58622184942,1.0279188601366,0.221902229720481,4.63230523384743,3.61616475400021e-06,0.00064803011711963
"ENSRNOG00000020587",702.13746702826,1.04230308418854,0.226268648791034,4.60648476825056,4.09533044325877e-06,0.000695272152621317
"ENSRNOG00000003715",436.398718849581,1.05230993004332,0.229783130162417,4.57957870666799,4.65913440846409e-06,0.000777352477081155
"ENSRNOG00000007866",143.91649684724,1.90960665396901,0.420994637306459,4.53594056728786,5.73473291814191e-06,0.000940593397438293
"ENSRNOG00000003840",82.4954285069734,1.169421847413,0.259625614334741,4.50426222547226,6.66039238868957e-06,0.00107421028575582
"ENSRNOG00000020525",1568.41709963191,1.17506744044268,0.261488572149511,4.49376212039896,6.99757936146638e-06,0.0011100914013264
"ENSRNOG00000016177",263.452694209851,1.31449659020243,0.293037372484707,4.48576432096909,7.26530154336578e-06,0.0011293317604896
"ENSRNOG00000054957",776.51852483581,1.10107288698682,0.247713185671586,4.44495065533817,8.79120429854803e-06,0.00130880744610845
"ENSRNOG00000014835",176.128037977867,3.05307001315621,0.687479254624949,4.44096311651149,8.9557145489717e-06,0.0013130977225818
"ENSRNOG00000000913",368.674728138524,1.25987378938555,0.285401306605214,4.41439390860353,1.0129337503706e-05,0.0014630089406472
"ENSRNOG00000053766",66.0677615557778,1.98848452185423,0.450939269455574,4.40965038209017,1.0353763869549e-05,0.00147343195537685
"ENSRNOG00000007364",55.2651160138173,1.36992006119569,0.311347587625392,4.39997005161946,1.08265818870879e-05,0.00151838888291811
"ENSRNOG00000008586",95.1041823710992,1.27102489406146,0.289841597490693,4.38523974841904,1.15858101786327e-05,0.00160165550140897
"ENSRNOG00000002188",127.495541906477,1.49752071536535,0.342140770096424,4.37691396714665,1.20371458813345e-05,0.00164061212244612
"ENSRNOG00000047699",111.204986475513,1.32553311184976,0.303270809990241,4.37079029100233,1.23797648336907e-05,0.00166387478188368
"ENSRNOG00000060329",60.9351545239063,2.02044014246317,0.463501959226639,4.35907573256931,1.30612910416823e-05,0.00173142621110082
"ENSRNOG00000054008",77.9393653196109,1.35660901579778,0.311889043738262,4.34965268269008,1.36353319310221e-05,0.00178309604184461
"ENSRNOG00000026953",151.538145548427,1.36467987173111,0.32112448354503,4.24969113742381,2.14065479066247e-05,0.0025010812472299
"ENSRNOG00000005971",134.204262360777,1.09788283719843,0.258361065635619,4.2494128691466,2.14331556836219e-05,0.0025010812472299
"ENSRNOG00000008336",132.624611646192,1.15320139930365,0.271820863700068,4.2425050954739,2.21038521119063e-05,0.0025010812472299
"ENSRNOG00000010947",2278.51927568911,1.01111250394202,0.238252532373114,4.24386886414525,2.19698769264652e-05,0.0025010812472299
"ENSRNOG00000058645",1484.97356983103,2.18197819595831,0.516302065853268,4.22616592159526,2.37706746909076e-05,0.00261396385208992
"ENSRNOG00000010331",12077.4433574959,1.0408334812017,0.246882724108624,4.21590244906628,2.4878129232325e-05,0.00264988561717931
"ENSRNOG00000010918",191.99643393681,1.18450542166899,0.281314765036518,4.210605232595,2.54687453833417e-05,0.00267287411874938
"ENSRNOG00000017897",69.9169764750634,1.80245980839691,0.432764140540276,4.1649934445739,3.11361511047594e-05,0.00316275406969032
"ENSRNOG00000001224",572.826515284741,1.34594457772876,0.323206083947099,4.16435409040463,3.12235225893587e-05,0.00316275406969032
"ENSRNOG00000061895",159.102455000785,1.40614531504121,0.340538279414411,4.12918429452105,3.64052511743056e-05,0.00352293615613755
"ENSRNOG00000053232",91.0852670372609,1.35827285395441,0.330132598382998,4.11432515482348,3.88313757331116e-05,0.00372050715811209
"ENSRNOG00000000994",110.207211319205,1.39157039493916,0.338816763247908,4.10714741974251,4.00575580401457e-05,0.00380036263876951
"ENSRNOG00000033110",162.567384913397,1.08034543028103,0.264098419098581,4.09069253033949,4.30087004804185e-05,0.00404073004416514
"ENSRNOG00000017414",735.125404804177,1.09448733406328,0.269272273435248,4.0646120749839,4.81124160298592e-05,0.00435125093384063
"ENSRNOG00000027736",154.927295763394,1.71675072066925,0.425263905735321,4.03690672431,5.41605898123927e-05,0.00480836722582132
"ENSRNOG00000001959",364.200769488905,1.26021843431819,0.31260970984339,4.03128372099998,5.54730295939249e-05,0.00488011370345829
"ENSRNOG00000013578",294.156667204623,1.25547734024488,0.312355211117207,4.01938977023751,5.83490729436888e-05,0.00495301735856207
"ENSRNOG00000012280",77.6306791417855,1.01126785862048,0.255551512600497,3.95719770284198,7.58341648128694e-05,0.0061667833016314
"ENSRNOG00000028872",398.113019065927,1.10488758758355,0.280287531299533,3.94197909004664,8.08120232272052e-05,0.00638222687932632
"ENSRNOG00000005348",64.6083951840543,1.20331172384918,0.305434470152332,3.93967230761166,8.15929821094765e-05,0.00638222687932632
"ENSRNOG00000021424",114.503754173261,1.42669527060921,0.362070831063633,3.94037615904627,8.13539408788726e-05,0.00638222687932632
"ENSRNOG00000014237",112.030990961305,1.01295153921765,0.257151757828674,3.93911963803304,8.17811442633526e-05,0.00638222687932632
"ENSRNOG00000054251",177.56478876315,1.14497090162348,0.291541163770286,3.92730442184017,8.59032241564979e-05,0.00661935893905496
"ENSRNOG00000014956",198.261367371593,1.38354776592349,0.356115289914667,3.88511194297503,0.000102282748300673,0.00749841026746678
"ENSRNOG00000021243",389.888288813538,1.18579096151535,0.305481009933841,3.88171743236074,0.000103721355568155,0.00754670344235364
"ENSRNOG00000011631",60.4604080140204,1.23296851827638,0.318256907682936,3.87412963713181,0.000107006442772932,0.00770915064208322
"ENSRNOG00000003959",54.1325931166317,1.17749095019625,0.306654447669825,3.83979739783217,0.000123135885345263,0.00845096427295117
"ENSRNOG00000003104",221.055840330409,1.23454415632488,0.322185700409187,3.83177824080016,0.000127220387628194,0.00860917266488132
"ENSRNOG00000033844",84.2717239756196,-1.2078097730924,0.315486615086848,-3.82840258614431,0.000128977661033898,0.0086674779571183
"ENSRNOG00000008113",149.008892748555,1.04103250722708,0.272705431756061,3.81742490614671,0.000134851812700147,0.00874885642933491
"ENSRNOG00000039390",209.586304250551,1.02737209569594,0.269225002981094,3.81603522822909,0.000135613151224578,0.00874885642933491
"ENSRNOG00000019440",88.6775696278098,1.62825288042798,0.428356526330857,3.80116277058971,0.000144018651143693,0.00910894436024521
"ENSRNOG00000004314",87.2407653868488,1.01370245399281,0.267051731475175,3.79590294507057,0.000147107045484876,0.00912535178946889
"ENSRNOG00000000981",416.90308761936,1.18338151097842,0.31160036033739,3.79775398750211,0.000146013132024117,0.00912535178946889
"ENSRNOG00000009204",83.0010016464785,1.29638516009797,0.342046705107068,3.79008229210152,0.00015059738415286,0.00918617887827893
