"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOG00000058909",115.604803221892,2.14622312141419,0.335155154420302,6.40367033926835,1.51685446541312e-10,2.93556844691401e-06
"ENSRNOG00000003587",1189.33378730571,-0.805357490972031,0.209503494232817,-3.84412438523366,0.000120983633928474,0.614756062568801
"ENSRNOG00000046663",401.805643651457,-0.643004919790172,0.167795042822877,-3.83208531654252,0.000127061657121646,0.614756062568801
"ENSRNOG00000002188",209.962177164107,-0.612595800162776,0.168453438204241,-3.63658828631349,0.000276272980284403,0.836151346952173
"ENSRNOG00000042717",44.5899797183306,1.84693242412547,0.508912308266787,3.6291761746058,0.000284327155183341,0.836151346952173
"ENSRNOG00000013408",227.88013844389,-1.84233220985768,0.512361182997295,-3.59576851446883,0.000323435317068682,0.836151346952173
"ENSRNOG00000018413",335.77555669915,1.07774482621317,0.30117669853596,3.5784469099109,0.000345642059402542,0.836151346952173
"ENSRNOG00000015411",195.26323194491,-0.635729556265602,0.179880367804108,-3.53417976639852,0.000409042771099097,0.879578305453426
"ENSRNOG00000014956",529.508701158038,-0.875928782052793,0.256150743575892,-3.41958321035783,0.000627171477215181,0.999975637485832
"ENSRNOG00000007607",334.999112328061,0.98015970727383,0.28887175289642,3.39306179107545,0.000691160454484524,0.999975637485832
"ENSRNOG00000014448",281.782491377203,-1.16621749616712,0.354769340549515,-3.28725558516619,0.00101168967834004,0.999975637485832
"ENSRNOG00000021027",914.031971408628,1.37770141484209,0.423166390296453,3.25569668677355,0.00113114519427447,0.999975637485832
"ENSRNOG00000012442",852.305185662517,-1.37300752470399,0.430293516028407,-3.1908626868859,0.00141848678644574,0.999975637485832
"ENSRNOG00000034191",199.973013110183,1.04421782873789,0.328245891032283,3.18120609355987,0.00146663253512041,0.999975637485832
"ENSRNOG00000003553",478.039092753473,-0.979446292427359,0.316453690334142,-3.09506990230756,0.0019676651762782,0.999975637485832
"ENSRNOG00000008137",89.5168173761815,0.721133178618804,0.234114844247861,3.08025397080473,0.00206824150341978,0.999975637485832
"ENSRNOG00000029768",50.1245614022654,-1.23091031163506,0.402602391344534,-3.05738450167747,0.00223277668158738,0.999975637485832
"ENSRNOG00000019383",774.368356859613,0.791147622561304,0.267210808641858,2.96076205368503,0.00306878928580869,0.999975637485832
"ENSRNOG00000008336",298.537232385189,-1.0837846472006,0.367721819937764,-2.94729490728624,0.0032056732101239,0.999975637485832
"ENSRNOG00000016112",46.839987412696,-1.08163607430887,0.367159685359925,-2.94595544510436,0.00321958772752922,0.999975637485832
"ENSRNOG00000003183",937.07094739072,0.836371107805773,0.285483219001373,2.92966819812183,0.00339324115647662,0.999975637485832
"ENSRNOG00000002167",32.5862275145739,1.30812661998292,0.448793818954449,2.91476077596267,0.00355961281663272,0.999975637485832
"ENSRNOG00000058186",1265.37460029262,0.635959634587973,0.219470208153833,2.89770370173527,0.0037590553828367,0.999975637485832
"ENSRNOG00000006622",82.1666732172226,0.758371864935286,0.262191403384263,2.8924360415579,0.00382267004332077,0.999975637485832
"ENSRNOG00000020254",493.563774193933,0.837833464450447,0.293238151923743,2.85717754989919,0.00427426673438486,0.999975637485832
"ENSRNOG00000006579",11.105795188984,-1.8787373755226,0.670995953659057,-2.79992355434861,0.00511147099408926,0.999975637485832
"ENSRNOG00000014311",296.993566678818,-0.667187809848575,0.238362921991106,-2.79904191589609,0.00512544835762674,0.999975637485832
"ENSRNOG00000030763",155.01036817003,-0.997727560431086,0.369742506895508,-2.69843889145548,0.00696655268042212,0.999975637485832
"ENSRNOG00000022921",135.124620964789,-0.976284360594771,0.361871925963319,-2.69787261887161,0.00697841375566715,0.999975637485832
"ENSRNOG00000057078",690.428167600186,0.6068942505563,0.225841262509967,2.68726026329894,0.00720407956312156,0.999975637485832
"ENSRNOG00000056219",553.216260048421,-0.595712521839493,0.221976692338951,-2.68367149524807,0.00728186177357956,0.999975637485832
"ENSRNOG00000026060",454.848253329284,-0.65398118964848,0.244981165577479,-2.66951619773255,0.00759606092217916,0.999975637485832
"ENSRNOG00000003510",171.429470736596,0.936548462866924,0.352721583529214,2.65520599418991,0.00792599912990778,0.999975637485832
"ENSRNOG00000013269",240.273095262905,-1.01793907370586,0.385903141303391,-2.63780976300883,0.00834433776647874,0.999975637485832
"ENSRNOG00000018434",1334.71076916358,-0.699307800006559,0.266863032977008,-2.62047460154142,0.00878074705594178,0.999975637485832
"ENSRNOG00000012779",346.887560278651,-0.601707079686222,0.229736409899644,-2.6191193635744,0.00881570946021241,0.999975637485832
"ENSRNOG00000017395",11.0648956617588,-1.54360357854783,0.590609957413975,-2.61357526938185,0.00896003450682532,0.999975637485832
"ENSRNOG00000015957",306.492861221002,-1.3256011446726,0.509229104931971,-2.60315274958546,0.00923707886227206,0.999975637485832
"ENSRNOG00000006033",124.907128774259,-0.80459079534022,0.312168222236402,-2.57742697054831,0.00995389125226964,0.999975637485832
"ENSRNOG00000021420",9.09010137296868,-2.1328632681252,0.834615660994024,-2.55550353031355,0.0106034285488996,0.999975637485832
"ENSRNOG00000003806",68.3330799906576,-0.673760462739782,0.264815851691969,-2.5442603168767,0.0109509438476841,0.999975637485832
"ENSRNOG00000010507",80.6997110258908,0.587947877396717,0.23239285198453,2.52997401759955,0.011407097352946,0.999975637485832
"ENSRNOG00000009465",3911.38280227525,-0.74694822278282,0.295695478451062,-2.52607252128288,0.0115345667956126,0.999975637485832
"ENSRNOG00000034190",93.365418996808,-0.656701252599257,0.262083209556806,-2.50569753670893,0.0122210112256107,0.999975637485832
"ENSRNOG00000000515",57.060739659174,-0.656204047110363,0.264589829067905,-2.48008039244,0.0131352763765762,0.999975637485832
"ENSRNOG00000014259",41.3561143196693,0.790846864115209,0.319747326008793,2.47334942245447,0.0133853197793047,0.999975637485832
"ENSRNOG00000031004",88.7490106010888,-0.793487598263346,0.323692589634022,-2.45136164272555,0.0142316887191322,0.999975637485832
"ENSRNOG00000004560",1.88165407234552,-4.34771121959194,1.78036699758851,-2.4420308989556,0.0146048965394682,0.999975637485832
"ENSRNOG00000043465",33.7551929088888,0.980365713102683,0.401750853976333,2.44023305339492,0.0146777894196693,0.999975637485832
"ENSRNOG00000055966",10.7332354284436,-1.66265491606453,0.682794306439335,-2.43507437069154,0.0148887292341354,0.999975637485832
"ENSRNOG00000011406",63.0578357552029,-0.878887037947971,0.36678818083463,-2.39617055257357,0.0165673793801085,0.999975637485832
"ENSRNOG00000004964",192.925793833198,-0.67761946994683,0.283595541538929,-2.38938689328377,0.0168765195050901,0.999975637485832
"ENSRNOG00000003517",116.699507619752,0.586391664922713,0.2464935224687,2.37893336526591,0.0173628143049052,0.999975637485832
"ENSRNOG00000010017",298.306142658212,0.692956948824108,0.292477393539849,2.36926669934131,0.0178233958690079,0.999975637485832
"ENSRNOG00000036828",22.7584614306907,1.10176893237521,0.46825679610732,2.3529160527607,0.0186268387415897,0.999975637485832
"ENSRNOG00000054420",104.096997185773,0.587716088232435,0.253437487821359,2.31897851136648,0.020396201509517,0.999975637485832
"ENSRNOG00000038957",7.15476959461288,-2.62810190470268,1.13758155514828,-2.31025361901206,0.0208741170928962,0.999975637485832
